225,Willy Nilly (CHIUSO),Squinzano,0,1,0,0,0,0,0,0,0,0,0
229,The Scots Lion,Lecce,0,1,1,0,0,0,0,0,0,0,0
230,Fuori Luogo,Bari,0,1,0,0,0,0,0,0,0,0,0
232,Swing and Soda Cafè,Noci,0,1,0,0,0,0,0,0,0,0,0
233,Nessun Dorma,Bari,0,1,0,0,0,0,0,0,0,0,0
234,Mr. Goodbar,Ruvo di Puglia,0,1,0,0,0,0,0,0,0,0,0
235,Paradise Lost,Santeramo in Colle,0,1,0,0,0,0,0,0,0,0,0
236,Jamila Pub,Collepasso,0,1,0,0,0,0,0,0,0,0,0
237,Sir Parsifal,Collepasso,0,1,0,0,0,0,0,0,0,0,0
239,La Corniche,Brindisi,0,1,0,0,0,0,0,0,0,0,0
241,Lord Sinclair,Lecce,0,1,0,0,0,0,0,0,0,0,0
242,Terra di mezzo,Bari,0,1,0,0,0,0,0,0,0,0,0
243,Paranà,Bari,0,1,0,0,0,0,0,0,0,0,0
244,Il Simposio,Giovinazzo,0,0,1,0,0,0,0,0,0,0,0
245,Pepenero,Barletta,0,1,0,0,0,0,0,0,0,0,0
246,Wabi Sabi,Bari,0,1,0,0,0,0,0,0,0,0,0
247,Il Birraio,Barletta,0,1,1,0,0,0,0,0,0,0,0
248,Mind the Gap,Nardò,0,1,0,0,0,0,0,0,0,0,0
249,Gyrosteria Yannis,Bari,0,0,1,0,0,0,0,1,0,0,0
250,Al Gambero,Porto Cesareo,0,0,1,0,0,0,0,0,0,0,0
251,Maly Sud,Corigliano d'Otranto,0,1,0,0,0,0,0,0,0,0,0
252,Trattoria da Donato,Alberobello,0,0,1,0,0,0,0,1,0,0,0
255,Sottosuono Club,Andria,0,1,0,0,0,0,0,0,0,0,0
256,Convivium,Martina Franca,0,1,0,0,0,0,0,0,0,0,0
257,Marabà (ex Taberna degli Artisti),Casarano,0,1,0,0,0,0,0,0,0,0,0
258,Mente Locale,Bari,0,1,0,0,0,0,0,0,0,0,0
259,Lecò,Molfetta,0,1,0,0,0,0,0,0,0,0,0
260,La Darsena,Molfetta,0,1,1,0,0,0,0,0,0,0,0
261,Convivium (nuova gestione),Grottaglie,0,0,1,0,0,0,0,1,0,0,0
262,Da Gino,Ceglie Messapica,0,0,1,0,0,0,0,0,0,0,0
263,Lulu's Brasserie,Maglie,0,1,1,0,0,0,0,0,0,0,0
266,Il Bacaro,Lecce,0,0,1,0,0,0,0,1,0,0,0
267,Nincasi,Cisternino,0,1,1,0,0,0,0,0,0,0,0
268,Jacana,Massafra,0,1,0,0,0,0,0,0,0,0,0
269,Da Mimmo,Cisternino,0,0,1,0,0,0,0,0,0,0,0
270,L'Altro Locale,Taranto,0,1,0,0,0,0,0,0,0,0,0
271,Rubens,Lecce,0,1,1,0,0,0,0,0,0,0,0
272,Taverna della Torre,Cisternino,0,0,1,0,0,0,0,1,0,0,0
273,Birreria Lowenbrau,Poggiardo,0,1,0,0,0,0,0,0,0,0,0
274,Il Localetto,Bari,0,0,1,0,0,0,0,0,0,0,0
275,Monte del Vento,Monopoli,0,0,1,0,0,0,0,0,0,0,0
276,Pickwick,Maglie,0,0,1,0,0,0,0,0,0,0,0
277,Istanbul Cafè,Squinzano,0,1,0,0,0,0,0,0,0,0,0
278,Conte Cavour,Veglie,0,0,1,0,0,0,0,0,0,0,0
279,Lucky Moment,Leporano,0,1,0,0,0,0,0,0,0,0,0
280,Red Moon,Mesagne,0,1,0,0,0,0,0,0,0,0,0
281,Il Vecchio e il Mare,Trani,0,1,0,0,0,0,0,0,0,0,0
